fecha,departamento,tipo,inmueble,precio,tamaño,dormitorios,titulo,descripcion
2024-03-24,Cochabamba, Venta, Local Comercial,,200,,Venta Hermoso Local Comercial,"VENTA Hermoso local comercial a 2 cuadras Plaza Cala Cala 200 m2, papeles al día, sobre Man Cesped. Ref. 61594350"
2024-03-24,Cochabamba, Venta, Varios,4100,,,En Venta Lote Fúnebre,"EN VENTA lote fúnebre ""Parque La Concordia"", sector ""Los Ceibos"", precio 4.100 $us. Cel. 70758982."
2024-03-24,Cochabamba, Venta, Edificios,375000,,,Edificio Comercial Av Ayacucho,EDIFICIO COMERCIAL Av. Ayacucho super rentable 6 pisos 10 locales comerciales 5 departamentos. Infórmese otro edificio Calama 5 pisos 5 departamentos tienda 375.000 $us 72275744
2024-03-24,Cochabamba, Venta, Industria y comercio,,000,,Fabrica Equipada Km 6,FABRICA EQUIPADA Km 6 Av. Blanco Galindo 5.000 m2 frente 35 m galpones oficinas maquinaria equipos completos. Infórmese 72275744
2024-03-24,Cochabamba, Alquiler, Casa / Chalet,750,,3,Condominio La Serena Tiquipaya,"CONDOMINIO LA SERENA Tiquipaya, hermosa casa, amplio jardín, 3 dormitorios, dependencias, $us 750, incluye expensas. 77702006, 76201242."
2024-03-24,Cochabamba, Alquiler, Casa / Chalet,800,,3,Casas En Condominio Cómodas,"CASAS en condominio, cómodas, frente colegio Tiquipaya, cuatro dormitorios, ($us 800), 3 dormitorios ($us 600), dependencias completas. 76201242, 77702006."
2024-03-24,Cochabamba, Alquiler, Casa / Chalet,329,,3,Alquilo Casa Independiente 3,"ALQUILO Casa independiente, 3 dormitorios, dependencias, gas, amplio garaje, techado, jardìn amplio, 2.300 Bs. Av. Ecològica, Aldeas SOS. 72796276, 79344274"
2024-03-24,Cochabamba, Alquiler, Casa / Chalet,,500,,Bonita Casita Alquiler Venta,"BONITA Casita alquiler-venta cocina comedor dormitorio amplio baño y living patio de 500 m2 Urb. Ecologica Tiquipaya 71722557, 71726100"
2024-03-24,Cochabamba, Alquiler, Casa / Chalet,,,3,Casa Cerca Prado 3,"CASA cerca Prado, 3 dormitorios auxiliar, otro departamento 3 dormitorios, para oficina Epoca. 70361700."
2024-03-24,Cochabamba, Alquiler, Departamento,0,,,Bs 2 000 Próximo,"BS. 2.000 Próximo Clínica Los Angeles - Teófilo Vargas. Departamento PB dos dormitorios, living comedor, cocina, baño, despensa, garaje. 4718915 70354998"
2024-03-24,Cochabamba, Alquiler, Departamento,0,,,Bs 1 800 Próximo,"BS. 1.800 Próximo Parque D. Canelas. Departamento tres dormitorios, living comedor, cocina baño, jardín, garaje. 4718915 70354998"
2024-03-24,Cochabamba, Alquiler, Departamento,0,,,Bs 1 600 Aniceto,"BS. 1.600 Aniceto Padilla Zona Stadio. Departamento dos dormitorios, living comedor, cocina, bario, gas domiciliario. Preferencia señoritas estudiantes. 4718915 70354998"
2024-03-24,Cochabamba, Alquiler, Departamento,0,,,Bs 2 500 Ayacucho,"BS. 2.500 Ayacucho, México. Departamento en edificio para oficinas. Tres ambientes, recepción, cocina, baño. 4718915 70354988"
2024-03-24,Cochabamba, Alquiler, Departamento,,,2,Alquilo Departamento Céntrico Sala,"ALQUILO departamento, céntrico, sala, 2 dormitorios, roperos, cocina, baño, terraza independiente, primer piso. 71750661."
2024-03-24,Cochabamba, Alquiler, Departamento,371,115,,Departamento 115 M2 En,"DEPARTAMENTO 115 m2, en edificio moderno (piscina, salón, terrazas, parrilleros), con garaje y baulera, Bs. 2.600, cerca al Cine Center. Ref. 70750950."
2024-03-24,Cochabamba, Alquiler, Departamento,329,,,Dueño Alquila Departamento Cómodo,"DUEñO alquila departamento cómodo, elegante y funcional, en edificio familiar, 1 suite y 2 habitaciones, con todas las dependencias, cocina equipada, área de almacenamiento, ubicación, céntrica, zona Estadium, Ref. 79376763, precio 2.300 Bs."
2024-03-24,Cochabamba, Alquiler, Departamento,214,,,Dueño Alquila En Edificio,"DUEñO alquila en edificio familiar, departamento, 2 habitaciones y demás dependencias, zona Estadium, precio 1.500 Bs. Ref. 79376763."
2024-03-24,Cochabamba, Alquiler, Departamento,243,,,Bs 1700 2300 3300,"BS 1700,2300, 3300,  Hermosos departamentos amoblados céntricos incluye servicios opcional alquilar 1 mes 75913011."
2024-03-24,Cochabamba, Alquiler, Departamento,0,,,Centro Alquilamos Departamento De,"CENTRO alquilamos departamento de 2 habitaciones, con roperos empotrados, living comedor, cocina, con 2 mesones de cerámica, cajonería baja y alta, 2 baños, con tina y cable e internet, luz propia (precio 1.400.00 Bs), en 1er piso, dirección: Tumusla 560 entre Calama y Ladislao Cabrera. Cel...."
2024-03-24,Cochabamba, Alquiler, Departamento,214,,3,Ciudad Del Niño Departamento,"CIUDAD DEL NIñO departamento de 3 dormitorios, almacén y garaje, 1.500 Bs. sin mascotas. 70371595."
2024-03-24,Cochabamba, Alquiler, Departamento,171,,3,Detras Bosque 2 Departamento,"DETRAS BOSQUE 2  departamento, 3 dormitorios, con garaje, 1.200 Bs. sin mascotas. 70371595."
2024-03-24,Cochabamba, Alquiler, Departamento,,,3,Alquilo Departamentos 2 Y,"ALQUILO departamentos 2 y 3 dormitorios, dependencias, avenida d'Orbigny oeste, cerca Cementerio Concordia. Telf. 72756465."
2024-03-24,Cochabamba, Alquiler, Departamento,,,3,Departamento De 3 Dormitorios,"DEPARTAMENTO de 3 dormitorios, living comedor, cocina y baño en anticrético, frente al parque urbano Ollantay. Ref. 4446393, 72702593."
2024-03-24,Cochabamba, Alquiler, Departamento,,,3,Departamento En Alquiler 3,"DEPARTAMENTO en alquiler, 3 cuartos, cocina, baño, fono: 72712333, 4428339."
2024-03-24,Cochabamba, Alquiler, Departamento,,,2,Alquilo Departamento En Av,"ALQUILO departamento en Av. América este, consta de 2 dormitorios, living comedor, escritorio, cocina y baño, incluye parqueo, referencias al Cel. 77430026."
2024-03-24,Cochabamba, Alquiler, Departamento,121,,2,Alquilo Departamento 2 Dormitorios,"ALQUILO departamento, 2 dormitorios, sala comedor, cocina, baño, 850 Bs. Av. Chapare, Km 4.5 Sacaba. 61628222."
2024-03-24,Cochabamba, Alquiler, Departamento,329,85,2,Acogedor Departamento Amoblado 85,"ACOGEDOR departamento amoblado, 85 m2, 2 dormitorios, dependencias, Av. Ayacucho, cerca al Prado, Bs. 2.300, incluye expensas. Ref. 70750950."
2024-03-24,Cochabamba, Alquiler, Departamento,,,2,DueÑo Alquila Hermoso Departamento,DUEÑO Alquila hermoso departamento 2 dormitorios en suite con todas las dependencias calle Guzmán entre Villarroel y Tarija Cel. 70362092
2024-03-24,Cochabamba, Alquiler, Departamento,,103,,Departamento En Alquiler Cala,"DEPARTAMENTO en alquiler, Cala Cala, familiar, 103 m2, 3 habitaciones, una de ellas con baño privado, 2 baños, gas natural, llamar al 71743744."
2024-03-24,Cochabamba, Alquiler, Departamento,100,,3,1 700 Bs Cruce,1.700 BS. Cruce Taquiña mercado alquiler amplio departamento bastante iluminado 3 dormitorios 1 en suite todas con cortinas 2 baños dependencias completas lavandería garaje opcional entrega inmediata 77994624 Whatsapp
2024-03-24,Cochabamba, Alquiler, Departamento,100,,2,1 700 Bs Temporal,1.700 BS. Temporal Cala Cala alquiler departamento 2 dormitorios dependencias completas garaje opcional entrega inmediata 77994624 Whatsapp
2024-03-24,Cochabamba, Alquiler, Departamento,136,,1,Departamento En Alquiler Amoblado,"DEPARTAMENTO en alquiler, amoblado, 1 dormitorio + baño, más living, cocina, 950 Bs. , plaza Cala Cala, una cuadra al este, Juan Huallparrimachi, Edif. Rafael. Cel. 70732178."
2024-03-24,Cochabamba, Alquiler, Departamento,,,1,Parque Fidel Anze Hermoso,"PARQUE FIDEL ANZE Hermoso departamento 1 suite, 1 dormitorio, garaje, piscina. Época bienes Raíces. 62624601"
2024-03-24,Cochabamba, Alquiler, Departamento,186,,3,Departamento 3 Dormitorios 1,"DEPARTAMENTO 3 dormitorios, 1 baño completo, living comedor, cocina, cajonería, terraza, con lavandería independiente, Av. 9 de Abril, zona las Cuadras, Bs. 1.300, referencias: 77421200."
2024-03-24,Cochabamba, Alquiler, Departamento,407,,3,Bs 2850 Cine Center,"Bs 2850 CINE CENTER Departamento Amoblado y Equipado. 3 Dormitorios, informaciones 70313588 vendohogar"
2024-03-24,Cochabamba, Alquiler, Departamento,,,2,Parque Fidel Anze Alquiler,PARQUE FIDEL ANZE ALQUILER Departamentos de Lujo 3 y 2 Dormitorios Con y Sin Muebles. Informaciones 70313588 fotos www.alquileres.vendohogar.net
2024-03-24,Cochabamba, Alquiler, Departamento,,175,,Icnorte America Departamento Amoblado,"ICNORTE AMERICA Departamento Amoblado de Lujo 175m2 3: Dormitorios, Garaje, Hermosa Vista, 70313588 fotos www:alquileres:vendohogar:net"
2024-03-24,Cochabamba, Alquiler, Departamento,,150,3,Parque Fidel Anze $us400,"PARQUE FIDEL ANZE $US400 En Alquiler Hermoso Departamento 150 m2, 3 Dormitorios, Dependencias, Garaje, informaciones 70313588 vendohogar"
2024-03-24,Cochabamba, Alquiler, Departamento,700,,2,Amoblado Ejecutivo Lindo Departamento,"AMOBLADO EJECUTIVO Lindo Departamento Suite, 2 dormitorios, área servicio, garaje, 700 $us América Este 77404700"
2024-03-24,Cochabamba, Alquiler, Oficina,,115,,De Ocasion Se Alquila,"DE OCASION se alquila oficina, 115 m2, cuenta con 1 baño y una cocineta, Torre Colombo. Ref. 71776641."
2024-03-24,Cochabamba, Alquiler, Oficina,250,30,,Cerca Av Oquendo Oficina,"CERCA AV. OQUENDO Oficina 30 m2 baño privado, garaje, expensas, 250 $us zona empresarial, salud 77404700"
2024-03-24,Cochabamba, Alquiler, Local Comercial,,100,,Amplia Tienda En Alquiler,"AMPLIA TIENDA en alquiler, plena esquina, Jordán, Abaroa, frente Unitel, 100 m2, 4 puertas, blindex, 2 baños. 70779123, abstenerse inmobiliarias."
2024-03-24,Cochabamba, Alquiler, Local Comercial,,36,,Tienda En Alquiler Calle,TIENDA En alquiler calle España entre Colombia y Ecuador. 36 mts. 72294592
2024-03-24,Cochabamba, Alquiler, Local Comercial,571,,,Restaurant Cafeteria En Alquiler,"RESTAURANT CAFETERIA en alquiler calle España entre Colombia y ecuador, con cocina, 4.000 Bs. 72294592"
2024-03-24,Cochabamba, Alquiler, Depósitos Galpones,,1904,,Galpon Industrial En Alquiler,"GALPON INDUSTRIAL en alquiler, zona Arocagua, superficie techada, 1904 m2, área oficinas, 246 m2, 2 ingresos, para camiones, de alto tonelaje. Cel. 60374124."
2024-03-24,Cochabamba, Anticrético, Casa / Chalet,12000,,4,Anticretico Casa Independiente 4,"ANTICRETICO casa independiente, 4 dormitorios, sala, comedor, cocina, baño, 12.000 $us, Villazón, Km 7 Sacaba. 61628222."
2024-03-24,Cochabamba, Anticrético, Casa / Chalet,20000,,3,Anticretico Casa Independiente Amplia,"ANTICRETICO casa independiente, amplia, 3 dormitorios, sala, comedor, cocina, baño, garaje, gas, jardín, 20.000 $us o Bs. 140.000 Bs. Av. Chapare, Km 3 Sacaba. 61628222."
2024-03-24,Cochabamba, Anticrético, Casa / Chalet,32000,,3,Anticretico Casa Independiente 3,"ANTICRETICO casa independiente, 3 plantas amplia, 3 dormitorios, roperos, sala, comedor, cocina, cajonería, jardín, garaje, 32.000 $us, Segip. 61628222."
2024-03-24,Cochabamba, Anticrético, Casa / Chalet,,,4,Anticretico Chalet De 2,"ANTICRETICO chalet de 2 pisos, trato directo con el dueño, valor 26 mil dólares. Cel. 63327666, whatsapp +5511989281076, en Tiquipaya, Villa Satelite, Av. Cristo de la Concordia esquina Kantuta, 4 dormitorios, amplio living comedor, cocina, con gas natural, domiciliario, 2 baños, con ducha, calefón..."
2024-03-24,Cochabamba, Anticrético, Departamento,55000,177,2,Hermoso Departamento 177 M2,HERMOSO Departamento 177 m2 Cala Cala 1 suite 2 dormitorios dependencias Terraza propia piscina sauna jacuzzi 2 garajes 55.000 $us. 72275744
2024-03-24,Cochabamba, Anticrético, Departamento,25000,,2,Bonito Departamento Cerca Surtidor,BONITO Departamento cerca Surtidor Petrogas Chimba 1 suite 2 dormitorios dependencias 2 garajes parrillero 25.000 $us. 72275744
2024-03-24,Cochabamba, Anticrético, Departamento,15,,3,$us 15 000 17,"$US. 15.000, 17.000 Anticréticos departamentos a estrenar zona central Sacaba 2 a 3 dormitorios 75913011."
2024-03-24,Cochabamba, Anticrético, Departamento,18,,3,$us 18 000 30,"$US 18.000, 30.000  Anticréticos departamentos céntricos 2,3 dormitorios próximo UMSS 75913011."
2024-03-24,Cochabamba, Anticrético, Departamento,21500,,2,Doy Departamento Anticrético 21,"DOY DEPARTAMENTO anticrético, 21.500 $us, 5to piso, edificio Marenas, Av. d'Orbigny, frente surtidor Laureles, parqueo y baulera, 2 dormitorios, cocina, living comedor, cocina, baño. Cel. 862-2476313."
2024-03-24,Cochabamba, Anticrético, Departamento,32000,,2,Departamento En Anticrético 32,DEPARTAMENTO En anticrético 32.000 $us rotonda Perú Costa de 1 suite con baño privado 2 dormitorios living comedor cocina baño y estudio. Cel. 64909391
2024-03-24,Cochabamba, Anticrético, Departamento,12000,,,Anticretico Ofertable 12 000,ANTICRETICO Ofertable 12.000 $us. departamento América-Taborga 60358213.
2024-03-24,Cochabamba, Anticrético, Departamento,30000,170,3,Anticreticos Departamentos Amplios 170,"ANTICRETICOS departamentos amplios, 170 m2. 3 dormitorios, escritorio, dependencias, garaje, 30.000 $us. zona surtidor Automòvil Club, 72796276, 79344274"
2024-03-24,Cochabamba, Anticrético, Departamento,,,3,Anticretico Departamento 3 Dormitorios,"ANTICRETICO Departamento, 3 dormitorios, Chimba, 72751914."
2024-03-24,Cochabamba, Anticrético, Departamento,33000,130,3,Bonito Departamento 130 M2,"BONITO departamento, 130 m2, Av. Pando, 3 cuadras, parque Fidel Anze, 3 dormitorios, dependencias, garaje, anticrético, $us 33.000, registrable, Derechos Reales. Ref. 72720474."
2024-03-24,Cochabamba, Anticrético, Departamento,,60,,Anticretico Departamento En Anticrético,"ANTICRETICO departamento en anticrético, de 60 m2, Tiquipaya, Villa Satelite, Av. Cristo de la Concordia, esquina Kantuta, whatsapp. +5511989281076, 75 mil Bolivianos, Cel. 63327666, amplia suite, con baño, ducha, con calefón, cocina con gas natural domiciliario, living comedor y demás dependencias..."
2024-03-24,Cochabamba, Anticrético, Departamento,000,,2,12 000 $us Independiente,12.000 $US. Independiente anticrético departamento planta baja 2 dormitorios amplios dependencias Gas domiciliario lavandería garaje libre de gravámenes entrega inmediata Circunvalación Oeste 77994624 Whatsapp
2024-03-24,Cochabamba, Anticrético, Departamento,17000,,,Hermoso Garzonier En Anticrético,"HERMOSO garzonier, en anticrético, 17.000 $us, a una cuadra de la plazuela de Cala Cala, sobre la calle Adela Zamudio. Telf. 73041088, 72211616."
2024-03-24,Cochabamba, Anticrético, Departamento,25000,,2,Amplio Departamento Céntrico 1,"AMPLIO DEPARTAMENTO céntrico, 1 suite, 2 dormitorios, roperos empotrados, 3 baños completos, área de lavado, dependencias empleada, avenida Oquendo y Bolivia, $us 25.000, referencias: 77421200."
2024-03-24,Cochabamba, Anticrético, Departamento,10000,,2,Maestro Departamento Amplio 2,"MAESTRO departamento amplio, 2 dormitorios, living comedor, baño, cocineta, avenida América y Melchor Perez, $us 10.000. Ref. 77421200."
2024-03-24,Cochabamba, Anticrético, Departamento,,,2,Anticretico Zona Las Cuadras,"ANTICRETICO (Zona Las Cuadras) departamento 2 dormitorios. Nicaragua S-777 Telf. 4257662, Cel. 64895372."
2024-03-24,Cochabamba, Anticrético, Departamento,,,2,Ocasion América Oeste Anticrético,"OCASION América oeste anticrético departamento 2 dormitorios, primer piso independiente, directamente propietario. Sra. Elena 70385109"
2024-03-24,Cochabamba, Anticrético, Departamento,16000,,,Garzonier Anticrético 6to Piso,"GARZONIER anticrético, 6to piso, terraza, s/ascensor, no hay garaje, $us 16.000, zona central, Ecuador, Hamiraya, entrega inmediata. 74377783."
2024-03-24,Cochabamba, Venta, Casa / Chalet,118000,,3,Melchor Perez Simon Lopez,"MELCHOR PEREZ, SIMON LOPEZ Casa, 2 plantas, 3 dormitorios, dependencias, tienda, patio, garaje, $us. 118.000. Ofertable, 79788738"
2024-03-24,Cochabamba, Venta, Casa / Chalet,130000,,,Pacata Baja Bonita Casa,"PACATA BAJA Bonita casa, 2 departamentos, dependencias, patio, jardín, garaje, $us 130.000. Ofertable, 79788738"
2024-03-24,Cochabamba, Venta, Casa / Chalet,240000,272,,Junin Calama Casa Comercial,"JUNIN, CALAMA Casa Comercial, 272 m2, 5 tiendas, baños, cocina, $us. 240.000. 79788738"
2024-03-24,Cochabamba, Venta, Casa / Chalet,120000,,3,Avenida Villazon Km 5,"AVENIDA VILLAZON KM. 5 Bonita casa, 2 plantas, suite, 3 dormitorios, escritorio, dependencias, patio, jardín, parrillero, garaje, $us. 120.000. Ofertable, 79788738"
2024-03-24,Cochabamba, Venta, Casa / Chalet,165000,,3,Tadeo Haenke Beijing Casa,"TADEO HAENKE, BEIJING Casa, 2 plantas, 3 dormitorios, dependencias, patio, jardín, garaje, $us. 165.000. Ofertable, 79788738"
2024-03-24,Cochabamba, Venta, Casa / Chalet,,,3,Final America Oeste Bonita,"FINAL AMERICA OESTE Bonita casa, 3 niveles, master suite, suite, 3 dormitorios, escritorio, dependencias, dependencias de servicio, patio, jardín, parrillero, garaje. 79788738"
2024-03-24,Cochabamba, Venta, Casa / Chalet,180000,,3,Villa Moscu Bonita Casa,"VILLA MOSCu Bonita casa, 2 plantas, 2 suites, 3 dormitorios, escritorio, dependencias, bar, sauna, dependencias de servicio, horno, semi sótano, patio, jardín, parrillero, garaje, $us 180.000. Ofertable, 79788738"
2024-03-24,Cochabamba, Venta, Casa / Chalet,118000,,3,Urbanizacion El Vergel 1,URBANIZACION EL VERGEL 1 suite 3 dormitorios demás dependencias garaje para 2 movilidades 118.000 $us 79792959
2024-03-24,Cochabamba, Venta, Casa / Chalet,467000,549,,Cala Cala Inmediaciones Huallparimachi,CALA CALA inmediaciones Huallparimachi antigua super iluminada con amplios jardines sobre 549 m2 de terreno 467.000 $us 79792959
2024-03-24,Cochabamba, Venta, Casa / Chalet,360000,495,,Beni Inmediaciones Recoleta Súper,BENI inmediaciones Recoleta súper comercial antigua como lote sobre 495 m2 de terreno 9.50 de frente 360.000 $us 70343434
2024-03-24,Cochabamba, Venta, Casa / Chalet,265000,335,2,Condominio Cerrado Chiquicollo Sobre,CONDOMINIO CERRADO Chiquicollo sobre 335 m2 de terreno 270 m2 construidos 2 suites 2 dormitorios amplio jardín 265.000 $us 70343434
2024-03-24,Cochabamba, Venta, Casa / Chalet,470000,450,5,Recoleta Inmediaciones Aniceto Padilla,RECOLETA Inmediaciones Aniceto Padilla casa antigua Sobre 450 m2 de terreno 350 m2 construidos 5 dormitorios demás dependencias 470.000 $us 70343434
2024-03-24,Cochabamba, Venta, Casa / Chalet,235000,350,,San Pedro Casa Antigua,SAN PEDRO casa antigua con medias aguas sobre 350 m2 de terreno 235.000 $us 70343434
2024-03-24,Cochabamba, Venta, Casa / Chalet,185000,550,,Pacata Inmediaciones Calvert Frente,PACATA inmediaciones Calvert frente a parque casa antigua sobre 550 m2 terreno 185.000 $us 79792959
2024-03-24,Cochabamba, Venta, Casa / Chalet,259000,480,4,Beijing Tadeo Haenke Inmediaciones,"BEIJING, TADEO HAENKE inmediaciones $us. 259.000 casa amplia, frente de 19x25 480 m2, 4 dormitorios, jardín, 65752958"
2024-03-24,Cochabamba, Venta, Casa / Chalet,92,,4,$us 92 000 Tiquipaya,"$us. 92.000, Tiquipaya-Apote casas en condominio, piscina, 3 y 4 dormitorios, 65752958"
2024-03-24,Cochabamba, Venta, Casa / Chalet,139,270,4,$us 139 000 Casa,"$us. 139.000 Casa independiente, Chilimarca y Circunvalación, 270 m2, 4 dormitorios, amplio jardín, 69419654"
2024-03-24,Cochabamba, Venta, Casa / Chalet,179000,,,Simon Lopez Mercado 10,"SIMON LOPEZ Mercado 10 Febrero inmediaciones, estrene casa, $us. 179.000, 4 ambientes, 3 plantas, 60388770"
2024-03-24,Cochabamba, Venta, Casa / Chalet,129,,3,$us 129 000 Casas,"$us. 129.000 Casas en venta independientes, 3 dormitorios, km 3 Av. Villazón, 65752958"
2024-03-24,Cochabamba, Venta, Casa / Chalet,135000,,4,CircunvalaciÓn Linde Casas De,"CIRCUNVALACIÓN-LINDE, casas de lujo en condominio, $us. 135.000, 4 dormitorios, 65752958"
2024-03-24,Cochabamba, Venta, Casa / Chalet,120,,,$us 120 000 Casas,"$us. 120.000 Casas en Preventa, 3 suites, en Condominio, Trojes-Tiquipaya, 65752958"
2024-03-24,Cochabamba, Venta, Casa / Chalet,200000,220,4,Alto Aranjuez Casas De,"ALTO ARANJUEZ Casas de lujo, 220 m2, $us. 200.000 4 dormitorios, en condominio, 65752958"
2024-03-24,Cochabamba, Venta, Casa / Chalet,119,,3,$us 119 000 Casa,"$us. 119.000, Casa en Condominio, 3 dormitorios, Final Villavicencio-Complejo el Carmen, 65752958"
2024-03-24,Cochabamba, Venta, Casa / Chalet,149,220,4,$us 149 000 Casas,"$us. 149.000 Casas en preventa, Tadeo Hanke y Av. Sexta, 220 m2, 4 dormitorios, 65752958"
2024-03-24,Cochabamba, Venta, Casa / Chalet,145000,,3,Templo Mormon Alto Aranjuez,"TEMPLO MORMON-Alto Aranjuez casas en condominio $us. 145.000, 3 dormitorios, cocina equipada 60388770"
2024-03-24,Cochabamba, Venta, Casa / Chalet,780000,1226,5,Mansion En Venta Tadeo,"MANSION en venta, Tadeo Haenke y Villavicencio, 1226 m2, 5 dormitorios, $us. 780.000, piscina, sauna, jardines, 65752958"
2024-03-24,Cochabamba, Venta, Casa / Chalet,149,200,,$us 149 000 Hermosas,"$us. 149.000, Hermosas casas en Condominio, Sirpita-Villavicencio, 3 suites piscina, 200 m2, 69419654"
2024-03-24,Cochabamba, Venta, Departamento,143000,167,3,Lanza Chuquisaca Bonito Departamento,"LANZA, CHUQUISACA Bonito departamento, 167 m2, 3 dormitorios, dependencias, garaje, baulera, $us. 143.000. 79788738"
2024-03-24,Cochabamba, Venta, Departamento,58000,91,3,Km 7 Blanco Galindo,"KM 7 BLANCO GALINDO Bonito departamento, 91 m2, 3 dormitorios, dependencias, garaje, piscina, áreas comunes, $us. 58.000. 79788738"
2024-03-24,Cochabamba, Venta, Departamento,82900,95,2,America Inmediaciones Libertador 95,AMERICA Inmediaciones Libertador 95 m2 1 suite 2 dormitorios linda vista garaje 82.900 $us 70343434
2024-03-24,Cochabamba, Venta, Departamento,109000,120,2,America Inmediaciones Primer Puente,AMERICA inmediaciones primer puente sobre 120 m2 a estrenar 1 suite 2 dormitorios mas garaje 109.000 $us 79792959
2024-03-24,Cochabamba, Venta, Departamento,89000,105,1,America Inmediaciones Beijing Sobre,AMERICA inmediaciones Beijing sobre 105 m2 1 suite 1 dormitorios escritorio garaje y baulera 89.000 $us 79792959
2024-03-24,Cochabamba, Venta, Departamento,78000,120,2,El Castillo Inmediaciones Sobre,EL CASTILLO inmediaciones sobre 120 m2 en condominio con canchas y piscina amplias áreas comunes 1 suite 2 dormitorios más garaje 78.000 $us 70343434
2024-03-24,Cochabamba, Venta, Departamento,380000,350,2,Fidel Anze Penthouse Araucaria,FIDEL ANZE Penthouse (Araucaria) dúplex sobre 350 m2 1 suite 2 dormitorios parrillero terraza estar demás dependencias 2 garajes baulera 380.000 $ 79792959
2024-03-24,Cochabamba, Venta, Departamento,87000,85,1,Man Cesped Prácticamente Nuevo,MAN CESPED prácticamente nuevo con linda vista sobre 85 m2 1 suite 1 dormitorio garaje baulera 87.000 $us 79792959
2024-03-24,Cochabamba, Venta, Departamento,100000,68,3,Av America Inmediaciones Av,AV. AMERICA Inmediaciones Av. Gabriel Rene Moreno 146.68 m2 3 dormitorios escritorio área de servicio 2 garaje 100.000 $us 70343434
2024-03-24,Cochabamba, Venta, Departamento,112000,145,2,Av Libertador Inmediaciones Plazuela,AV. LIBERTADOR Inmediaciones plazuela de Cala Cala 1 suite 2 dormitorios sobre 145 m2 mas terraza de 20 m2 super iluminado 112.000 $us 79792959
2024-03-24,Cochabamba, Venta, Departamento,74000,88,1,Av Villarroel Inmediaciones Unifranz,AV. VILLARROEL Inmediaciones UNIFRANZ 88 m2 1 suite 1 dormitorio más garaje 74.000 $us 79792959
2024-03-24,Cochabamba, Venta, Departamento,105000,118,2,Av America Inmediaciones Premier,AV. AMERICA Inmediaciones Premier sobre 118 m2 2 dormitorios baño cocina área de máquinas living comedor más garaje y baulera 105.000 $us 79792959
2024-03-24,Cochabamba, Venta, Departamento,147000,104,1,Ciclovia Inmediaciones Instituto Americano,CICLOVIA inmediaciones Instituto Americano a estrenar de lujo sobre 104 m2 1 suite 1 dormitorio garaje y baulera 147.000 $us 79792959
2024-03-24,Cochabamba, Venta, Departamento,158000,112,1,Cala Cala 1 Suite,CALA CALA 1 suite 1 dormitorio de lujo entrega en mayo sobre 112 m2 piso alto hermosa vista mas garaje y baulera 158.000 $us 70343434
2024-03-24,Cochabamba, Venta, Departamento,145900,154,2,Juan De La Rosa,JUAN DE LA ROSA Y AMERICA precioso 154 m2 1 suite 2 dormitorios mas garaje semi amoblado piscina 145.900 $us 79792959
2024-03-24,Cochabamba, Venta, Departamento,83520,87,2,Recoleta Estrene Departamento $us,"RECOLETA estrene departamento, $us. 83.520, 2 dormitorios, escritorio, 87 m2, 72221219"
2024-03-24,Cochabamba, Venta, Departamento,89,144,3,$us 89 000 Departamento,"$us. 89.000, departamento , 144 m2, Pando y 2da circunvalación, 3 dormitorios, 69419654"
2024-03-24,Cochabamba, Venta, Departamento,119,115,3,Parque Lincoln $us 119,"PARQUE LINCOLN, $us. 119.000, 3 dormitorios, 115 m2, garaje, departamento en venta, 65752958"
2024-03-24,Cochabamba, Venta, Departamento,164,166,3,$us 164 000 Eudoro,"$us. 164.000 Eudoro Galindo, América, departamento 3 dormitorios, garaje y baulera, 166 m2, 65752958"
2024-03-24,Cochabamba, Venta, Departamento,95000,103,2,Villarroel Y America Departamento,"VILLARROEL Y AMERICA, departamento, 103 m2, 2 dormitorios, escritorio, $us. 95.000, garaje y baulera, 65752958"
2024-03-24,Cochabamba, Venta, Departamento,105000,95,2,Duplex De Lujo En,"DUPLEX de lujo en venta, Cala Cala, 2 dormitorios, 105.000 $, 95 m2, 65752958"
2024-03-24,Cochabamba, Venta, Departamento,147000,180,3,Cala Cala Penthouse En,"CALA CALA, Penthouse en venta, $us. 147.000, 180 m2, parqueo y baulera, 3 dormitorios, 65752958"
2024-03-24,Cochabamba, Venta, Oficina,77000,86,,Av Santa Cruz Inmediaciones,"AV. SANTA CRUZ inmediaciones sobre 86 m2 4 ambientes mas recepción, cocineta, 2 baños 77.000 $us 70343434"
2024-03-24,Cochabamba, Venta, Oficina,49900,75,,Zona Central Sobre 75,ZONA CENTRAL sobre 75 m2 49.900 $us y otra de 128 m2 89.000 $us ambas a 1 cuadra de la plaza principal. Se aceptan bolivianos o permuta de auto o terreno 79792959
2024-03-24,Cochabamba, Venta, Oficina,79000,105,,Zona Central 105 M2,ZONA CENTRAL 105 m2 con 2 cocinetas y dos baños 79.000 $us y otra de 57.20 m2 a 44.000 $us 70343434
2024-03-24,Cochabamba, Venta, Lote / Terreno,30000,204,,Km 6 Avenida Villazon,"KM 6 AVENIDA VILLAZON Lote, 204 m2, servicios en puerta, $us. 30.000,-, 79788738"
2024-03-24,Cochabamba, Venta, Lote / Terreno,280000,000,,Bosque Norte Sobre 1,BOSQUE NORTE sobre 1.000 m2 parte central 280.000 $us 70343434
